across_flats,availability,category,condition,description,diameter,finish,grade,heat_treatment,height,leg1,leg2,length,material,minimum_order,outer_diameter,part_number,side,specifications,supplier,temper,thickness,unit_price,units,wall_thickness,weight_per_unit,width
,82,Bar Rectangular,,"Aluminum 1100 Rectangular Bar, 3.48"" x 1.581"" x 29.7"" length",,Anodized,1100,,1.581,,,29.7,Aluminum 1100,1,,AL-1100-BX-3480x1581x30,,,MetalSupply Direct,T4,,34.05,inches,,15.93,3.48
,686,Angle,Solution Annealed,"Nickel Alloy Inconel 718 Angle, 7.445"" x 6.443"" x 0.584"" thick",,,Inconel 718,,,7.445,6.443,183.2,Nickel Alloy Inconel 718,50,,NI-Inconel 718-AN-737,,,SpecialtyAlloys Ltd,,0.584,41402.68,inches,,431.63,
,893,Beam I,,Stainless Steel 420 Beam I,,2B,420,,,,,,Stainless Steel 420,50,,SS-420-BM-282,,,MetalCrafters Inc,,,12.94,inches,,2.89,
0.272,5,Bar Hex,,"Carbon Steel 1020 Hexagonal Bar, 0.272"" across flats x 118.7"" length",,Zinc Plated,1020,,,,,118.7,Carbon Steel 1020,1,,CS-1020-BH-HEX0272x119,,,MetalCrafters Inc,,,15.99,inches,,6.47,
,44,Channel,,Copper 145 Channel,,,145,,,,,,Copper 145,10,,CU-145-CH-711,,,MetalDepot Supply,Half Hard,,68.74,inches,,3.23,
,586,Bar Rectangular,Aged,"Titanium Grade 7 Rectangular Bar, 2.64"" x 3.018"" x 79.8"" length",,,Grade 7,,3.018,,,79.8,Titanium Grade 7,50,,TI-Grade 7-BX-2640x3018x80,,,PrecisionMetal Co,,,4182.56,inches,,103.29,2.64
,250,Channel,Hardened,Tool Steel D2 Channel,,,D2,,,,,,Tool Steel D2,1,,TS-D2-CH-194,,,AlloyMasters Corp,,,90.98,inches,,2.82,
,664,Beam I,,Stainless Steel 304 Beam I,,Polished,304,,,,,,Stainless Steel 304,50,,SS-304-BM-144,,,AlloyMasters Corp,,,19.36,inches,,2.89,
,853,Tube Rectangular,,"Aluminum 7050 Tube Rectangular, 4.845"" x 0.633"" x 0.298"" wall",,Painted,7050,,0.633,,,216.1,Aluminum 7050,1,,AL-7050-TX-4845x0633x0298,,,AlloyMasters Corp,T651,,221.14,inches,0.298,61.29,4.845
,77,Channel,,Brass C240 Channel,,,C240,,,,,,Brass C240,5,,BR-C240-CH-840,,,MetalSupply Direct,H02,,27.3,inches,,3.07,
,605,Tube Round,Solution Annealed,"Nickel Alloy Inconel 718 Round Tube, 5.086"" OD x 0.207"" wall x 82.8"" length",,,Inconel 718,,,,,82.8,Nickel Alloy Inconel 718,50,5.086,NI-Inconel 718-TR-OD5086x0207x83,,,AlloySupply Corp,,,10595.39,inches,0.207,79.66,
,16,Wire,Annealed,"Tool Steel D2 Wire, 0.4829"" diameter x 3850.0 feet",0.4829,,D2,,,,,3850.0,Tool Steel D2,5,,TS-D2-WR-802,,,AluminumDirect,,,109393.56,feet,,2382.58,
,545,Tube Square,,"Stainless Steel 316L Tube Square, 2.86"" x 2.86"" x 0.377"" wall",,2B,316L,,2.86,,,100.4,Stainless Steel 316L,25,,SS-316L-TS-2860x2860x0377,,,MetalSupply Direct,,,672.77,inches,0.377,108.57,2.86
4.241,674,Bar Hex,Annealed,"Titanium Grade 2 Hexagonal Bar, 4.241"" across flats x 77.8"" length",,,Grade 2,,,,,77.8,Titanium Grade 2,100,,TI-Grade 2-BH-HEX4241x78,,,IndustrialMetals Inc,,,39798.51,inches,,590.57,
,520,Bar Square,,"Carbon Steel 4130 Square Bar, 1.126"" x 70.6"" length",,Galvanized,4130,,,,,70.6,Carbon Steel 4130,1,,CS-4130-BS-1126x71,1.126,,AluminumDirect,,,46.92,inches,,25.37,
,677,Bar Round,,"Aluminum 7050 Round Bar, 8.392"" diameter x 218.0"" length",8.392,Powder Coated,7050,,,,,218.0,Aluminum 7050,100,,AL-7050-BR-D8392x218,,,TitaniumPro Inc,T4,,3410.37,inches,,1175.3,
,843,Plate,As Cast,"Bronze C630 Plate, 184.63"" x 35.4"" x 6.396"" thick",,,C630,,,,,184.63,Bronze C630,5,,BZ-C630-PL-185x35x6396,,,MetalMart Industries,,6.396,118068.89,inches,,13280.18,35.4
,222,Tube Round,,"Carbon Steel 1018 Round Tube, 7.816"" OD x 0.355"" wall x 33.2"" length",,Pickled,1018,,,,,33.2,Carbon Steel 1018,50,7.816,CS-1018-TR-OD7816x0355x33,,,SpecialtyAlloys Ltd,,,218.52,inches,0.355,78.29,
,944,Plate,Aged,"Nickel Alloy Inconel 718 Plate, 37.47"" x 77.18"" x 4.903"" thick",,,Inconel 718,,,,,37.47,Nickel Alloy Inconel 718,100,,NI-Inconel 718-PL-37x77x4903,,,SteelWorks Express,,4.903,385183.35,inches,,4299.69,77.18
,988,Tube Rectangular,Annealed,"Titanium Grade 5 Tube Rectangular, 2.942"" x 3.475"" x 0.157"" wall",,,Grade 5,,3.475,,,204.1,Titanium Grade 5,1,,TI-Grade 5-TX-2942x3475x0157,,,MetalCraft Supply,,,4613.37,inches,0.157,63.54,2.942
,252,Channel,,Brass C464 Channel,,,C464,,,,,,Brass C464,10,,BR-C464-CH-695,,,SteelMasters Ltd,H04,,27.24,inches,,3.07,
,60,Foil,Aged,"Nickel Alloy Monel 400 Foil, 36.4"" wide x 0.0074"" thick x 4509.0 feet",,,Monel 400,,,,,4509.0,Nickel Alloy Monel 400,25,,NI-Monel 400-FL-500,,,BrassWorks LLC,,0.0074,1392921.59,feet,,4419.58,36.4
,794,Channel,Solution Annealed,Nickel Alloy Inconel 600 Channel,,,Inconel 600,,,,,,Nickel Alloy Inconel 600,5,,NI-Inconel 600-CH-108,,,SteelSolutions Pro,,,313.13,inches,,3.03,
,573,Plate,Annealed,"Titanium Grade 2 Plate, 171.49"" x 80.63"" x 10.512"" thick",,,Grade 2,,,,,171.49,Titanium Grade 2,1,,TI-Grade 2-PL-171x81x10512,,,SteelCorp Supply,,10.512,1031448.55,inches,,23612.42,80.63
,978,Plate,,"Copper 195 Plate, 109.21"" x 101.35"" x 6.836"" thick",,,195,,,,,109.21,Copper 195,25,,CU-195-PL-109x101x6836,,,PrecisionMetal Co,Hard,6.836,318731.71,inches,,24473.91,101.35
,40,Angle,Cold Worked,"Nickel Alloy Inconel 625 Angle, 1.754"" x 3.688"" x 0.157"" thick",,,Inconel 625,,,1.754,3.688,115.2,Nickel Alloy Inconel 625,5,,NI-Inconel 625-AN-461,,,MetalDepot Supply,,0.157,2469.82,inches,,28.99,
,834,Foil,,"Aluminum 2024 Foil, 36.0"" wide x 0.0035"" thick x 6795.0 feet",,Painted,2024,,,,,6795.0,Aluminum 2024,50,,AL-2024-FL-375,,,MetalTech Industries,T3,0.0035,11017.56,feet,,1001.41,36.0
,463,Bar Rectangular,Cold Worked,"Nickel Alloy Monel 400 Rectangular Bar, 6.552"" x 1.392"" x 70.6"" length",,,Monel 400,,1.392,,,70.6,Nickel Alloy Monel 400,100,,NI-Monel 400-BX-6552x1392x71,,,MetalCraft Supply,,,14129.51,inches,,195.26,6.552
,758,Bar Round,,"Carbon Steel 4130 Round Bar, 0.563"" diameter x 43.4"" length",0.563,Hot Rolled,4130,,,,,43.4,Carbon Steel 4130,10,,CS-4130-BR-D0563x43,,,BrassWorks LLC,,,4.29,inches,,3.06,
,818,Sheet,,"Carbon Steel 1010 Sheet, 106.47"" x 51.58"" x 0.669"" thick",,Zinc Plated,1010,,,,,106.47,Carbon Steel 1010,1,,CS-1010-SH-106x52x0669,,,PremiumSteel Inc,,0.669,1064.53,inches,,1041.15,51.58
,332,Tube Rectangular,,"Aluminum 2024 Tube Rectangular, 2.345"" x 0.596"" x 0.071"" wall",,Clad,2024,,0.596,,,98.0,Aluminum 2024,10,,AL-2024-TX-2345x0596x0071,,,MetalSource Pro,T3,,17.71,inches,0.071,3.8,2.345
,417,Bar Rectangular,,"Aluminum 7050 Rectangular Bar, 3.719"" x 3.079"" x 176.6"" length",,Anodized,7050,,3.079,,,176.6,Aluminum 7050,25,,AL-7050-BX-3719x3079x177,,,SteelConnection,T651,,636.01,inches,,197.1,3.719
,937,Foil,,"Carbon Steel 4130 Foil, 20.0"" wide x 0.0017"" thick x 8468.0 feet",,Zinc Plated,4130,,,,,8468.0,Carbon Steel 4130,1,,CS-4130-FL-740,,,MetalDistributors LLC,,0.0017,6529.63,feet,,979.08,20.0
,852,Tube Rectangular,Tempered,"Tool Steel A2 Tube Rectangular, 1.74"" x 3.385"" x 0.163"" wall",,,A2,,3.385,,,60.5,Tool Steel A2,1,,TS-A2-TX-1740x3385x0163,,,IndustrialMetals Inc,,,932.63,inches,0.163,26.65,1.74
,912,Tube Round,,"Copper 101 Round Tube, 4.489"" OD x 0.179"" wall x 22.5"" length",,,101,,,,,22.5,Copper 101,25,4.489,CU-101-TR-OD4489x0179x22,,,PrecisionMetal Co,Soft,,306.99,inches,0.179,17.64,
,499,Plate,Hardened,"Tool Steel O1 Plate, 235.1"" x 43.02"" x 6.611"" thick",,,O1,,,,,235.1,Tool Steel O1,1,,TS-O1-PL-235x43x6611,,,SteelTech Solutions,,6.611,394706.94,inches,,18827.47,43.02
,292,Tube Rectangular,,"Brass C360 Tube Rectangular, 4.472"" x 5.768"" x 0.072"" wall",,,C360,,5.768,,,226.1,Brass C360,50,,BR-C360-TX-4472x5768x0072,,,MetalTech Industries,H02,,1117.0,inches,0.072,100.86,4.472
,680,Plate,,"Aluminum 7050 Plate, 106.8"" x 106.3"" x 11.668"" thick",,Anodized,7050,,,,,106.8,Aluminum 7050,1,,AL-7050-PL-107x106x11668,,,PrecisionMetal Co,T651,11.668,33924.26,inches,,12911.36,106.3
0.74,649,Bar Hex,,"Alloy Steel 4140 Hexagonal Bar, 0.74"" across flats x 89.7"" length",,,4140,Quenched,,,,89.7,Alloy Steel 4140,1,,AS-4140-BH-HEX0740x90,,,SteelConnection,,,102.4,inches,,36.16,
,769,Wire,,"Alloy Steel 9310 Wire, 0.1904"" diameter x 9306.0 feet",0.1904,,9310,Quenched,,,,9306.0,Alloy Steel 9310,50,,AS-9310-WR-541,,,MetalDepot Supply,,,3152.73,feet,,901.04,
,481,Plate,Solution Annealed,"Nickel Alloy Hastelloy C276 Plate, 195.72"" x 90.57"" x 7.012"" thick",,,Hastelloy C276,,,,,195.72,Nickel Alloy Hastelloy C276,50,,NI-Hastelloy C276-PL-196x91x7012,,,MetalDepot Supply,,7.012,2634593.57,inches,,37691.89,90.57
,548,Bar Rectangular,,"Copper 110 Rectangular Bar, 4.267"" x 0.32"" x 159.6"" length",,,110,,0.32,,,159.6,Copper 110,1,,CU-110-BX-4267x0320x160,,,AlloySupply Corp,Soft,,837.8,inches,,70.49,4.267
,758,Tube Rectangular,Annealed,"Titanium Grade 9 Tube Rectangular, 5.053"" x 2.437"" x 0.088"" wall",,,Grade 9,,2.437,,,86.5,Titanium Grade 9,50,,TI-Grade 9-TX-5053x2437x0088,,,MetalDistributors LLC,,,1059.03,inches,0.088,18.09,5.053
,694,Tube Round,,"Brass C464 Round Tube, 9.91"" OD x 0.837"" wall x 72.5"" length",,,C464,,,,,72.5,Brass C464,5,9.91,BR-C464-TR-OD9910x0837x72,,,MetalDistributors LLC,H01,,5169.91,inches,0.837,530.75,
,210,Foil,,"Brass C230 Foil, 7.6"" wide x 0.003"" thick x 4258.0 feet",,,C230,,,,,4258.0,Brass C230,1,,BR-C230-FL-707,,,SteelSolutions Pro,H04,0.003,12219.89,feet,,357.48,7.6
,502,Bar Round,Annealed,"Titanium Grade 12 Round Bar, 5.856"" diameter x 188.2"" length",5.856,,Grade 12,,,,,188.2,Titanium Grade 12,25,,TI-Grade 12-BR-D5856x188,,,SteelCorp Supply,,,35296.01,inches,,823.44,
,106,Plate,Solution Treated,"Titanium Grade 2 Plate, 91.84"" x 84.13"" x 4.374"" thick",,,Grade 2,,,,,91.84,Titanium Grade 2,10,,TI-Grade 2-PL-92x84x4374,,,MetalCrafters Inc,,4.374,226101.61,inches,,5490.11,84.13
,966,Angle,,"Brass C260 Angle, 6.861"" x 7.294"" x 0.191"" thick",,,C260,,,6.861,7.294,207.5,Brass C260,100,,BR-C260-AN-390,,,PrecisionMetal Co,O50,0.191,1961.02,inches,,169.82,
,533,Wire,Aged,"Titanium Grade 1 Wire, 0.4147"" diameter x 3771.0 feet",0.4147,,Grade 1,,,,,3771.0,Titanium Grade 1,50,,TI-Grade 1-WR-903,,,MetalMart Industries,,,95210.89,feet,,992.92,
,511,Bar Square,,"Copper 194 Square Bar, 5.994"" x 23.9"" length",,,194,,,,,23.9,Copper 194,1,,CU-194-BS-5994x24,5.994,,PremiumSteel Inc,Hard,,3842.63,inches,,277.75,
5.025,378,Bar Hex,,"Carbon Steel 4130 Hexagonal Bar, 5.025"" across flats x 120.3"" length",,Cold Rolled,4130,,,,,120.3,Carbon Steel 4130,50,,CS-4130-BH-HEX5025x120,,,AlloyMasters Corp,,,3666.52,inches,,2236.42,
,805,Bar Rectangular,,"Alloy Steel 8620 Rectangular Bar, 5.808"" x 1.434"" x 175.6"" length",,,8620,Tempered,1.434,,,175.6,Alloy Steel 8620,10,,AS-8620-BX-5808x1434x176,,,SpecialtyAlloys Ltd,,,1080.01,inches,,414.45,5.808
,296,Bar Rectangular,,"Copper 110 Rectangular Bar, 4.366"" x 3.257"" x 75.2"" length",,,110,,3.257,,,75.2,Copper 110,25,,CU-110-BX-4366x3257x75,,,MetalWarehouse Co,Soft,,4538.83,inches,,345.89,4.366
,97,Wire,Annealed,"Titanium Grade 7 Wire, 0.166"" diameter x 4777.0 feet",0.166,,Grade 7,,,,,4777.0,Titanium Grade 7,5,,TI-Grade 7-WR-293,,,SteelMasters Ltd,,,20606.03,feet,,201.54,
,928,Foil,,"Stainless Steel 304 Foil, 27.9"" wide x 0.0048"" thick x 8653.0 feet",,2B,304,,,,,8653.0,Stainless Steel 304,1,,SS-304-FL-195,,,MetalSupply Direct,,0.0048,80822.16,feet,,4015.97,27.9
,137,Sheet,Aged,"Nickel Alloy Inconel 625 Sheet, 143.41"" x 38.23"" x 0.219"" thick",,,Inconel 625,,,,,143.41,Nickel Alloy Inconel 625,5,,NI-Inconel 625-SH-143x38x0219,,,SteelSolutions Pro,,0.219,24998.18,inches,,364.09,38.23
,722,Plate,,"Brass C240 Plate, 158.09"" x 86.65"" x 1.002"" thick",,,C240,,,,,158.09,Brass C240,100,,BR-C240-PL-158x87x1002,,,SpecialtyAlloys Ltd,O50,1.002,37899.98,inches,,4211.79,86.65
,997,Bar Rectangular,,"Brass C260 Rectangular Bar, 4.141"" x 2.482"" x 46.4"" length",,,C260,,2.482,,,46.4,Brass C260,100,,BR-C260-BX-4141x2482x46,,,MetalDistributors LLC,H01,,1361.58,inches,,146.34,4.141
,444,Tube Round,,"Copper 101 Round Tube, 3.071"" OD x 0.23"" wall x 191.2"" length",,,101,,,,,191.2,Copper 101,1,3.071,CU-101-TR-OD3071x0230x191,,,BrassWorks LLC,Hard,,2054.6,inches,0.23,126.96,
,748,Angle,,"Copper 194 Angle, 1.316"" x 6.322"" x 0.232"" thick",,,194,,,1.316,6.322,68.6,Copper 194,25,,CU-194-AN-308,,,MetalSupply Direct,Spring,0.232,636.86,inches,,38.13,
,346,Bar Rectangular,,"Alloy Steel 8620 Rectangular Bar, 6.525"" x 1.743"" x 127.5"" length",,,8620,Normalized,1.743,,,127.5,Alloy Steel 8620,1,,AS-8620-BX-6525x1743x128,,,AlloySupply Corp,,,934.0,inches,,410.93,6.525
,792,Bar Round,Aged,"Nickel Alloy Inconel 718 Round Bar, 9.997"" diameter x 168.6"" length",9.997,,Inconel 718,,,,,168.6,Nickel Alloy Inconel 718,10,,NI-Inconel 718-BR-D9997x169,,,MetalWarehouse Co,,,299994.76,inches,,4013.04,
,460,Angle,Aged,"Titanium Grade 2 Angle, 4.684"" x 7.196"" x 0.339"" thick",,,Grade 2,,,4.684,7.196,201.2,Titanium Grade 2,1,,TI-Grade 2-AN-767,,,MetalTech Industries,,0.339,6557.9,inches,,127.88,
,191,Beam I,,Copper 145 Beam I,,,145,,,,,,Copper 145,1,,CU-145-BM-987,,,IndustrialMetals Inc,Spring,,46.41,inches,,3.23,
,475,Tube Rectangular,,"Carbon Steel 1020 Tube Rectangular, 6.351"" x 1.866"" x 0.358"" wall",,Zinc Plated,1020,,1.866,,,156.3,Carbon Steel 1020,25,,CS-1020-TX-6351x1866x0358,,,MetalTech Industries,,,653.38,inches,0.358,237.89,6.351
,604,Sheet,As Cast,"Bronze C220 Sheet, 102.51"" x 18.14"" x 0.724"" thick",,,C220,,,,,102.51,Bronze C220,1,,BZ-C220-SH-103x18x0724,,,BrassWorks LLC,,0.724,3574.41,inches,,427.69,18.14
,92,Bar Square,,"Stainless Steel 410 Square Bar, 0.418"" x 97.5"" length",,Polished,410,,,,,97.5,Stainless Steel 410,5,,SS-410-BS-0418x98,0.418,,MetalTech Industries,,,25.08,inches,,4.92,
,259,Wire,,"Copper 194 Wire, 0.0437"" diameter x 4632.0 feet",0.0437,,194,,,,,4632.0,Copper 194,1,,CU-194-WR-744,,,SteelCorp Supply,Soft,,592.82,feet,,26.97,
,998,Beam I,,Carbon Steel 1010 Beam I,,Zinc Plated,1010,,,,,,Carbon Steel 1010,1,,CS-1010-BM-934,,,MetalWarehouse Co,,,5.31,inches,,2.83,
,846,Foil,,"Alloy Steel 8620 Foil, 43.0"" wide x 0.0045"" thick x 3348.0 feet",,,8620,Normalized,,,,3348.0,Alloy Steel 8620,1,,AS-8620-FL-994,,,MetalSupply Direct,,0.0045,18083.3,feet,,2203.05,43.0
,379,Tube Square,,"Carbon Steel 1010 Tube Square, 0.586"" x 0.586"" x 0.303"" wall",,Zinc Plated,1010,,0.586,,,74.0,Carbon Steel 1010,5,,CS-1010-TS-0586x0586x0303,,,IndustrialMetals Inc,,,18.96,inches,0.303,7.19,0.586
,512,Foil,Hardened,"Tool Steel D2 Foil, 7.4"" wide x 0.0022"" thick x 3430.0 feet",,,D2,,,,,3430.0,Tool Steel D2,50,,TS-D2-FL-632,,,SteelTech Solutions,,0.0022,22315.88,feet,,188.68,7.4
,797,Sheet,,"Copper 195 Sheet, 99.86"" x 22.62"" x 0.762"" thick",,,195,,,,,99.86,Copper 195,10,,CU-195-SH-100x23x0762,,,MetalCraft Supply,Hard,0.762,5250.89,inches,,556.74,22.62
,506,Angle,,"Aluminum 7075 Angle, 4.568"" x 4.361"" x 0.714"" thick",,Anodized,7075,,,4.568,4.361,68.1,Aluminum 7075,1,,AL-7075-AN-373,,,MetalCrafters Inc,T3,0.714,115.57,inches,,38.93,
,651,Plate,Annealed,"Titanium Grade 9 Plate, 107.26"" x 114.47"" x 1.085"" thick",,,Grade 9,,,,,107.26,Titanium Grade 9,100,,TI-Grade 9-PL-107x114x1085,,,MetalSupply Direct,,1.085,101372.27,inches,,2164.11,114.47
,708,Sheet,Solution Annealed,"Nickel Alloy Monel 400 Sheet, 25.26"" x 58.71"" x 1.782"" thick",,,Monel 400,,,,,25.26,Nickel Alloy Monel 400,1,,NI-Monel 400-SH-25x59x1782,,,SteelWorks Express,,1.782,52907.1,inches,,801.38,58.71
,892,Tube Rectangular,Aged,"Titanium Grade 2 Tube Rectangular, 6.929"" x 1.11"" x 0.412"" wall",,,Grade 2,,1.11,,,124.9,Titanium Grade 2,1,,TI-Grade 2-TX-6929x1110x0412,,,MetalCraft Supply,,,7125.91,inches,0.412,120.63,6.929
2.284,282,Bar Hex,Tempered,"Tool Steel H13 Hexagonal Bar, 2.284"" across flats x 32.4"" length",,,H13,,,,,32.4,Tool Steel H13,1,,TS-H13-BH-HEX2284x32,,,SteelMasters Ltd,,,3932.09,inches,,123.65,
,404,Wire,As Cast,"Bronze C510 Wire, 0.406"" diameter x 4671.0 feet",0.406,,C510,,,,,4671.0,Bronze C510,1,,BZ-C510-WR-394,,,SteelConnection,,,30690.92,feet,,2305.27,
1.224,881,Bar Hex,Aged,"Nickel Alloy Inconel 600 Hexagonal Bar, 1.224"" across flats x 89.4"" length",,,Inconel 600,,,,,89.4,Nickel Alloy Inconel 600,10,,NI-Inconel 600-BH-HEX1224x89,,,SteelTech Solutions,,,11794.35,inches,,105.52,
,527,Sheet,,"Copper 101 Sheet, 104.32"" x 34.18"" x 0.084"" thick",,,101,,,,,104.32,Copper 101,5,,CU-101-SH-104x34x0084,,,SpecialtyAlloys Ltd,Spring,0.084,1226.65,inches,,96.88,34.18
,227,Tube Square,,"Stainless Steel 316L Tube Square, 2.615"" x 2.615"" x 0.495"" wall",,2B,316L,,2.615,,,217.7,Stainless Steel 316L,25,,SS-316L-TS-2615x2615x0495,,,SteelWorks Express,,,1770.11,inches,0.495,263.91,2.615
,995,Tube Round,Annealed,"Tool Steel D2 Round Tube, 9.783"" OD x 0.4"" wall x 61.6"" length",,,D2,,,,,61.6,Tool Steel D2,25,9.783,TS-D2-TR-OD9783x0400x62,,,MetalMart Industries,,,7737.46,inches,0.4,204.52,
,181,Bar Round,,"Carbon Steel 1010 Round Bar, 11.877"" diameter x 90.7"" length",11.877,Galvanized,1010,,,,,90.7,Carbon Steel 1010,5,,CS-1010-BR-D11877x91,,,TitaniumPro Inc,,,5920.12,inches,,2847.65,
,493,Foil,As Cast,"Bronze C510 Foil, 36.8"" wide x 0.0026"" thick x 1784.0 feet",,,C510,,,,,1784.0,Bronze C510,1,,BZ-C510-FL-338,,,SteelMasters Ltd,,0.0026,28594.77,feet,,650.71,36.8
,327,Tube Rectangular,,"Carbon Steel 1008 Tube Rectangular, 6.141"" x 5.303"" x 0.095"" wall",,Hot Rolled,1008,,5.303,,,20.7,Carbon Steel 1008,5,,CS-1008-TX-6141x5303x0095,,,SteelCorp Supply,,,32.93,inches,0.095,12.54,6.141
,303,Wire,,"Copper 145 Wire, 0.3613"" diameter x 7301.0 feet",0.3613,,145,,,,,7301.0,Copper 145,50,,CU-145-WR-293,,,AlloyExperts Inc,Soft,,79953.54,feet,,2905.39,
,994,Plate,Tempered,"Tool Steel M2 Plate, 205.07"" x 103.63"" x 0.58"" thick",,,M2,,,,,205.07,Tool Steel M2,1,,TS-M2-PL-205x104x0580,,,SteelWorks Express,,0.58,78121.85,inches,,3470.7,103.63
,449,Bar Round,,"Stainless Steel 17-4PH Round Bar, 0.378"" diameter x 174.9"" length",0.378,2B,17-4PH,,,,,174.9,Stainless Steel 17-4PH,1,,SS-17-4PH-BR-D0378x175,,,SteelMasters Ltd,,,28.49,inches,,5.67,
,143,Angle,Tempered,"Tool Steel D2 Angle, 7.108"" x 5.194"" x 0.782"" thick",,,D2,,,7.108,5.194,12.6,Tool Steel D2,50,,TS-D2-AN-687,,,MetalMart Industries,,0.782,777.8,inches,,31.96,
,381,Wire,,"Aluminum 6061 Wire, 0.2431"" diameter x 3931.0 feet",0.2431,Anodized,6061,,,,,3931.0,Aluminum 6061,100,,AL-6061-WR-218,,,AlloySupply Corp,H14,,807.12,feet,,213.41,
,809,Wire,,"Carbon Steel 1018 Wire, 0.3669"" diameter x 6819.0 feet",0.3669,Galvanized,1018,,,,,6819.0,Carbon Steel 1018,25,,CS-1018-WR-905,,,MetalDistributors LLC,,,7303.95,feet,,2451.68,
,349,Angle,Aged,"Nickel Alloy Hastelloy C276 Angle, 3.233"" x 2.285"" x 0.303"" thick",,,Hastelloy C276,,,3.233,2.285,56.6,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-AN-856,,,SteelCorp Supply,,0.303,2678.57,inches,,27.12,
,889,Angle,,"Carbon Steel 4140 Angle, 1.698"" x 1.374"" x 0.702"" thick",,Pickled,4140,,,1.698,1.374,77.2,Carbon Steel 4140,1,,CS-4140-AN-244,,,SteelMasters Ltd,,0.702,83.05,inches,,36.4,
,155,Beam I,Cold Worked,Nickel Alloy Hastelloy C276 Beam I,,,Hastelloy C276,,,,,,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-BM-734,,,CopperSource Ltd,,,338.38,inches,,3.03,
,689,Sheet,,"Copper 145 Sheet, 78.54"" x 44.67"" x 1.777"" thick",,,145,,,,,78.54,Copper 145,25,,CU-145-SH-79x45x1777,,,SteelTech Solutions,Spring,1.777,18451.67,inches,,2016.55,44.67
,892,Tube Rectangular,Annealed,"Titanium Grade 12 Tube Rectangular, 2.39"" x 2.638"" x 0.145"" wall",,,Grade 12,,2.638,,,186.9,Titanium Grade 12,1,,TI-Grade 12-TX-2390x2638x0145,,,MetalSource Pro,,,3066.14,inches,0.145,41.72,2.39
,623,Wire,,"Brass C240 Wire, 0.1955"" diameter x 783.0 feet",0.1955,,C240,,,,,783.0,Brass C240,10,,BR-C240-WR-973,,,MetalCraft Supply,H02,,1504.17,feet,,86.55,
,73,Tube Rectangular,Work Hardened,"Bronze C954 Tube Rectangular, 1.812"" x 5.691"" x 0.412"" wall",,,C954,,5.691,,,166.9,Bronze C954,50,,BZ-C954-TX-1812x5691x0412,,,MetalSource Pro,,,4863.47,inches,0.412,291.8,1.812
,286,Beam I,,Stainless Steel 430 Beam I,,BA,430,,,,,,Stainless Steel 430,1,,SS-430-BM-835,,,SteelMasters Ltd,,,18.44,inches,,2.89,
,315,Sheet,Annealed,"Titanium Grade 5 Sheet, 47.0"" x 50.17"" x 1.173"" thick",,,Grade 5,,,,,47.0,Titanium Grade 5,1,,TI-Grade 5-SH-47x50x1173,,,SteelConnection,,1.173,21878.92,inches,,449.32,50.17
,106,Tube Square,,"Copper 145 Tube Square, 0.903"" x 0.903"" x 0.067"" wall",,,145,,0.903,,,238.4,Copper 145,100,,CU-145-TS-0903x0903x0067,,,MetalCraft Supply,Hard,,354.43,inches,0.067,17.28,0.903
,675,Wire,Annealed,"Tool Steel A2 Wire, 0.3841"" diameter x 6157.0 feet",0.3841,,A2,,,,,6157.0,Tool Steel A2,100,,TS-A2-WR-437,,,MetalSource Pro,,,104673.54,feet,,2410.63,
,458,Sheet,,"Copper 195 Sheet, 66.29"" x 56.68"" x 1.316"" thick",,,195,,,,,66.29,Copper 195,10,,CU-195-SH-66x57x1316,,,MetalMart Industries,Hard,1.316,14258.83,inches,,1599.37,56.68
,476,Bar Round,Work Hardened,"Bronze C630 Round Bar, 8.693"" diameter x 79.6"" length",8.693,,C630,,,,,79.6,Bronze C630,5,,BZ-C630-BR-D8693x80,,,MetalSupply Direct,,,17550.51,inches,,1500.83,
,914,Wire,,"Brass C260 Wire, 0.1577"" diameter x 8523.0 feet",0.1577,,C260,,,,,8523.0,Brass C260,50,,BR-C260-WR-832,,,PremiumSteel Inc,H02,,7327.98,feet,,612.99,
,704,Bar Round,Aged,"Titanium Grade 5 Round Bar, 4.242"" diameter x 67.6"" length",4.242,,Grade 5,,,,,67.6,Titanium Grade 5,50,,TI-Grade 5-BR-D4242x68,,,AlumTech Solutions,,,6874.4,inches,,155.2,
,154,Tube Square,Cold Worked,"Nickel Alloy Monel 400 Tube Square, 7.201"" x 7.201"" x 0.084"" wall",,,Monel 400,,7.201,,,45.6,Nickel Alloy Monel 400,100,,NI-Monel 400-TS-7201x7201x0084,,,PrecisionMetal Co,,,3691.9,inches,0.084,33.07,7.201
,645,Bar Rectangular,,"Copper 101 Rectangular Bar, 2.293"" x 2.228"" x 34.9"" length",,,101,,2.228,,,34.9,Copper 101,1,,CU-101-BX-2293x2228x35,,,MetalCraft Supply,Half Hard,,717.35,inches,,57.67,2.293
,11,Tube Square,Cold Worked,"Nickel Alloy Monel 400 Tube Square, 5.297"" x 5.297"" x 0.375"" wall",,,Monel 400,,5.297,,,83.2,Nickel Alloy Monel 400,1,,NI-Monel 400-TS-5297x5297x0375,,,MetalMart Industries,,,27617.98,inches,0.375,186.27,5.297
